description,url,Street,R.,m²,Floor,Series,"Price, m2",Price
Предлагается к продаже квартира в престижном жилом комплексе Ale,https://www.ss.com/msg/en/real-estate/flats/riga/centre/dkxmd.html,Ausekla 4,5,150,6/7,New,"3,267 €","490,000  €"
Iztirgojam māju pa dzīvokļiem. Dzīvoklis Nr. 56 (visas ērtības).,https://www.ss.com/msg/en/real-estate/flats/riga/centre/gxcex.html,Chaka 133,1,28,4/6,Pre-war house,"1,729 €","48,400  €"
Piedāvājumā no attīstītāja 2-istabu dzīvoklis Nr. 39 prestižajā,https://www.ss.com/msg/en/real-estate/flats/riga/centre/aannp.html,Pulkv. Briezha 15,2,55,5/7,Recon.,"2,800 €","154,000  €"
"Plašs un elegants ģimenes dzīvoklis Rīgas centrā

Krišjāņa Val",https://www.ss.com/msg/en/real-estate/flats/riga/centre/ajfdk.html,Valdemara 77,4,130,2/7,Pre-war house,"2,171 €","282,250  €"
Piedāvājumā no attīstītāja 2-istabu dzīvoklis Nr. 12 prestižajā,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bednfn.html,Pulkv. Briezha 15,2,44,2/7,Recon.,"3,164 €","139,200  €"
Dzīvojamais komplekss Park Alley atrodas netālu no skaistā vēstn,https://www.ss.com/msg/en/real-estate/flats/riga/centre/ajchd.html,Rupniecibas 44,3,107,2/7,New,"2,131 €","228,000  €"
"Gaišs, kluss un ekonomisks dzīvoklis netālu no „Daugava“ stadion",https://www.ss.com/msg/en/real-estate/flats/riga/centre/abdjg.html,Pernavas 39,1,23,4/6,Pre-war house,"1,609 €","37,000  €"
"Tiek pārdots plašs, divu istabu dzīvoklis Rīgā, Brīvības ielā 14",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bgblc.html,Brivibas 148,2,43,1/6,Pre-war house,"1,326 €","57,000  €"
Piedāvājumā plašs un gaišs īpašums vienā no Rīgas prestižākajiem,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bcojbn.html,Eksporta 12,Other,165,1/5,Pre-war house,"1,152 €","190,000  €"
"Studio apartments for sale in central Riga. 
Cozy studio apartm",https://www.ss.com/msg/en/real-estate/flats/riga/centre/acemn.html,Visvalzha 7,4,117,5/6,Pre-war house,"1,368 €","160,000  €"
Pārdošanā ir pieejams gaumīgs un mājīgs 2 istabu dzīvoklis Rīgas,https://www.ss.com/msg/en/real-estate/flats/riga/centre/beklll.html,Stabu 92,2,63,4/5,Recon.,"1,873 €","118,000  €"
"Brīnišķīgs dzīvoklis pirmskara ķieģeļu mājā pilsētas centrā. 
D",https://www.ss.com/msg/en/real-estate/flats/riga/centre/ahkld.html,Ganibu d. 3,3,107,2/3,Pre-war house,"1,542 €","165,000  €"
Prestižajā vēstniecību rajonā - Klusajā Rīgas centrā pārdodam 2-,https://www.ss.com/msg/en/real-estate/flats/riga/centre/aexoo.html,Pulkv. Briezha 7,2,53,2/6,Recon.,"2,717 €","144,000  €"
Renovētā pirmskara ēkā Rīgas centrā tiek pārdotas telpas puspagr,https://www.ss.com/msg/en/real-estate/flats/riga/centre/ajpne.html,Stabu 60,Other,115,1/5,Recon.,565 €,"65,000  €"
"Saulains kluss dzīvoklis pašā Rīgas centrā. 
Dzīvojamā istaba,",https://www.ss.com/msg/en/real-estate/flats/riga/centre/gfdio.html,Birznieka-Upisha 2..,2,55,2/3,Pre-war house,"1,609 €","88,500  €"
Gaišs un funkcionāls dzīvoklis vienā no prestižākajām un mierīgā,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bcilnf.html,Noliktavas 3,3,79,3/5,Recon.,"2,500 €","197,500  €"
Pārdod kompaktu puspagraba studijtipa dzīvokli skaistā pirms kar,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bfeogp.html,Bruninieku 47,Other,37,1/2,Pre-war house,968 €,"35,800  €"
Pārdod stilīgu 3 istabu dzīvokli Rīgas centrā (Aleksandra Čaka i,https://www.ss.com/msg/en/real-estate/flats/riga/centre/fmfjp.html,Chaka 31,3,60,3/5,Recon.,"3,000 €","180,000  €"
Projekta attīstītājs pārdod dzīvokli jaunajā projektā – Pausa Na,https://www.ss.com/msg/en/real-estate/flats/riga/centre/aaohf.html,Gertrudes 56,2,36,2/5,Recon.,"2,443 €","87,950  €"
Īpašnieks pārdod plašas biroja telpas atjaunotā vēsturiskā ēkā R,https://www.ss.com/msg/en/real-estate/flats/riga/centre/emflb.html,Antonijas 24,5,112,3/6,Pre-war house,"2,054 €","230,000  €"
Pārdod renovētu sešistabu jūgendstila dzīvokli Rīgas centrā.,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bcomkb.html,Chaka 28,6,144,2/5,Pre-war house,"3,194 €","460,000  €"
Apartaments pilsētas centrālajā daļā ar stāvvietu automašīnai.,https://www.ss.com/msg/en/real-estate/flats/riga/centre/beophc.html,Ganibu d. 13,2,68,1/7,New,822 €,"55,900  €"
Īpašnieks pārdod plašu un gaišu 3 istabu dzīvokli prestižajā Rīg,https://www.ss.com/msg/en/real-estate/flats/riga/centre/becdok.html,Antonijas 24,3,92,5/6,Pre-war house,"2,283 €","210,000  €"
"Уютная студия в одном из самых престижных проектов Риги ""Centra",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bieim.html,Republikas pl. 3,1,40,3/7,New,"2,900 €","116,000  €"
"Ekskluzīvs 3-istabu dzīvoklis Rīgas klusajā centrā. 
Pārdod īpa",https://www.ss.com/msg/en/real-estate/flats/riga/centre/dxlob.html,M. Piena 6,3,99,1/6,New,"1,869 €","185,000  €"
Piedāvājumā lielisks vienistabas dzīvoklis vienā no Rīgas centrā,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bebdxg.html,Matisa 95,1,20,2/2,Pre-war house,"1,200 €","24,000  €"
"Renovēts mēbelēts studio pagalma majā

Pārdodu modernu dzīvokl",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bfdkoi.html,Raina boul. 31,1,37,6/6,Pre-war house,"2,635 €","97,500  €"
Ekskluzīva iespēja iegādāties īpašumu pašā Rīgas sirdī – prestiž,https://www.ss.com/msg/en/real-estate/flats/riga/centre/ckkjg.html,Dzirnavu 85,2,58,4/7,New,"4,053 €","235,100  €"
Pārdošanā nonācis 2 istabu dzīvoklis “Skanstes Virsotnēs” – mūsd,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bdpbf.html,Skanstes 29,2,71,17/24,New,"2,789 €","198,000  €"
"Dzīvoklis jaunajā projektā “Tomsona terases Ii""

Piedāvājumā p",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bfdkoj.html,Tomsona 39 k-1,3,203,7/9,New,"1,798 €","365,000  €"
Plašs un gaišs 4 istabu dzīvoklis Rīgas centrā Brīvības ielā 110,https://www.ss.com/msg/en/real-estate/flats/riga/centre/dcbdd.html,Brivibas 110,4,122,2/6,Pre-war house,"1,697 €","207,000  €"
"Pārdodu 3-istabu dzīvokli Antonijas un Dzirnavu ielas stūrī, Rīg",https://www.ss.com/msg/en/real-estate/flats/riga/centre/dedje.html,Dzirnavu 31,3,60,1/6,Pre-war house,"1,867 €","112,000 €"
Pārdod 3-istabu dzīvokli vēsturiskā ēkā Aleksandra Čaka Memoriāl,https://www.ss.com/msg/en/real-estate/flats/riga/centre/agkix.html,Lachplesha 48,3,81,4/6,Recon.,"2,277 €","184,400  €"
Īpašnieks pārdod renovētu divistabu dzīvokli pirmskara ēkā Marij,https://www.ss.com/msg/en/real-estate/flats/riga/centre/dnknn.html,Marijas 8,2,53,3/5,Recon.,"2,536 €","134,420  €"
"Kluss, saulains dzīvoklis ar panorāmas skatu no logiem. 
Iztirg",https://www.ss.com/msg/en/real-estate/flats/riga/centre/chhje.html,Chaka 133,1,32,6/6,Pre-war house,"1,376 €","44,039  €"
"Pārdošanā 1-istabu dzīvoklis Grīziņkalnā, A. Čaka ielā 133. Nepi",https://www.ss.com/msg/en/real-estate/flats/riga/centre/ahbif.html,Chaka 133,1,32,6/6,Pre-war house,"1,376 €","44,039  €"
"Pārdodu mūsdienīgu divu līmeņu dzīvokli, kas ir gaišs, saulains",https://www.ss.com/msg/en/real-estate/flats/riga/centre/eofxg.html,Valdemara 77,3,181,5/6,Pre-war house,"1,470 €","266,000  €"
"Pērle pilsētas centrā. 

Ir dzīvokļi, kuros vienkārši dzīvo, u",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bemghh.html,Stabu 49,2,34,5/5,Pre-war house,"2,500 €","85,000  €"
Piedāvājam iegādāties dzīvokli pilnībā renovētā ēkā Dzirnavu iel,https://www.ss.com/msg/en/real-estate/flats/riga/centre/agcch.html,Dzirnavu 53,3,119,5/6,Recon.,"3,997 €","475,650  €"
Piedāvājumā skaists un plašs dzīvoklis renovētā pirmskara namā p,https://www.ss.com/msg/en/real-estate/flats/riga/centre/ajxpo.html,Dzirnavu 53,4,132,3/6,Recon.,"3,330 €","439,560  €"
"Pašā centrā, Tērbatas un Ģertrūdes ielu krustojumā, vēsturiskā 1",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bejpfb.html,Terbatas 41/43,4,120,4/6,Pre-war house,"1,742 €","209,000  €"
Tiek pārdots mājīgs un funkcionāls 2 istabu dzīvoklis Stabu ielā,https://www.ss.com/msg/en/real-estate/flats/riga/centre/ajxpp.html,Stabu 49,2,34,5/5,Pre-war house,"2,500 €","85,000  €"
"Unikāls dzīvoklis ar eksluzīvu interjeru. 
Dzīvoklis tiek pārdo",https://www.ss.com/msg/en/real-estate/flats/riga/centre/djjki.html,Lachplesha 62,3,136,3/5,Pre-war house,"1,618 €","220,000  €"
Divistabu dzīvoklis divstāvu koka mājā. Dzīvoklī ir divas istaba,https://www.ss.com/msg/en/real-estate/flats/riga/centre/gbcel.html,Laboratorijas 1b,2,39,2/2,Pre-war house,974 €,"38,000  €"
"Pārdod plašu trīs istabu dzīvoklis Rīgas centrā, ar balkonu paga",https://www.ss.com/msg/en/real-estate/flats/riga/centre/agcgo.html,Merkela 8,3,91,5/6,Pre-war house,988 €,"89,900  €"
Pārdodam studio tipa dzīvokli renovētā ēkā - Alūksnes ielā 1. Dz,https://www.ss.com/msg/en/real-estate/flats/riga/centre/ajjoc.html,Aluksnes 1,1,24,2/5,Recon.,"2,454 €","58,900  €"
"Izsmalcināta rezidence Rīgas Klusajā centrā, saulainajā Vīlandes",https://www.ss.com/msg/en/real-estate/flats/riga/centre/aggjl.html,Vilandes 8,4,165,2/5,Recon.,"3,321 €","548,000  €"
"В квартире высокие потолки и просторные комнаты, окна выходят на",https://www.ss.com/msg/en/real-estate/flats/riga/centre/dbihi.html,Brivibas 163,4,108,2/5,Pre-war house,"1,713 €","185,000  €"
"Ekskluzīvs 3 līmeņu dzīvoklis 249 m2 platībā Andrejsalā, pie paš",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bcipje.html,Eksporta 8,5,249,2/3,Recon.,"1,968 €","490,000  €"
"Ekskluzīvs 3 līmeņu dzīvoklis 249 m2 platībā Andrejsalā, pie paš",https://www.ss.com/msg/en/real-estate/flats/riga/centre/ecnmf.html,Eksporta 8,5,249,2/3,New,"1,968 €","490,000  €"
Plašs četru istabu dzīvoklis ar privātu garāžu - privātmājas saj,https://www.ss.com/msg/en/real-estate/flats/riga/centre/fxfxd.html,Brivibas 118,4,129,1/2,Pre-war house,"1,550 €","200,000  €"
"Dzīvoklis ar skatu uz Jauno Rīgas teātri. 

Piedāvājumā elegan",https://www.ss.com/msg/en/real-estate/flats/riga/centre/aghbj.html,Lachplesha 24,3,75,6/6,Recon.,"4,067 €","305,000  €"
"Silts, ar saulainu un plašu skatu, 2-istabu dzīvoklis 10 min no",https://www.ss.com/msg/en/real-estate/flats/riga/centre/aamgl.html,Artilerijas 43,2,43,2/2,Pre-war house,881 €,"37,890  €"
Pārdod gaišu un modernu 3 istabu dzīvokli jaunā projektā Rūpniec,https://www.ss.com/msg/en/real-estate/flats/riga/centre/dgxgl.html,Rupniecibas 25,3,80,4/6,New,"3,488 €","279,000  €"
"Pārdod trīsistabu dzīvkoli ar potenciālu. 

Dzīvoklim nepiecie",https://www.ss.com/msg/en/real-estate/flats/riga/centre/gihdc.html,Birznieka-Upisha 2..,3,60,1/5,Pre-war house,"1,133 €","68,000  €"
"Starpniekus lūdzu netraucēt- ne ar klientiem, ne bez tiem. 
Pār",https://www.ss.com/msg/en/real-estate/flats/riga/centre/beglih.html,Dzirnavu 113A,3,76,3/6,Pre-war house,"2,026 €","154,000  €"
Pārdod elegantu 3 istabu dzīvokli ar terasi projektā “Duntes ozo,https://www.ss.com/msg/en/real-estate/flats/riga/centre/acdgk.html,Duntes 28,3,131,9/16,New,"1,511 €","198,000  €"
Tiek pārdots trīsistabu dzīvoklis pašā Rīgas klusā centra sirdī,https://www.ss.com/msg/en/real-estate/flats/riga/centre/afijj.html,Dzirnavu 15,3,72,2/3,Pre-war house,"3,264 €","235,000  €"
Attīstītājs un īpašnieks – kompāniju grupa “R. Evolution” – pārd,https://www.ss.com/msg/en/real-estate/flats/riga/centre/dnbbh.html,Strelnieku 5,3,89,2/7,New,"4,427 €","394,000  €"
"Pārdod gaišu pagraba stāva telpu 37 m² platībā, Dagdas ielā 5, R",https://www.ss.com/msg/en/real-estate/flats/riga/centre/adnle.html,Dagdas 5,1,37,1/5,Pre-war house,676 €,"25,000  €"
Perspektīvs investīciju objekts Rīgas centrā ar potenciālu izvei,https://www.ss.com/msg/en/real-estate/flats/riga/centre/ecjkb.html,Bruninieku 89,1,235,5/5,Recon.,277 €,"65,000  €"
"Piedāvājam iegādāties telpas Baznīcas ielā 41/43. 
Uz doto brīd",https://www.ss.com/msg/en/real-estate/flats/riga/centre/elxfx.html,Baznicas 41/43,3,99,1/7,Spec. pr.,"1,707 €","169,000  €"
"Tiek pārdots stilīgs un plašs vienistabas dzīvoklis 36, 4 m² pla",https://www.ss.com/msg/en/real-estate/flats/riga/centre/gjjbc.html,Matisa 111,1,36,1/5,Pre-war house,"1,069 €","38,500  €"
"Pārdod plašu, gaišu un mājīgu 4ist. dzīvokli prestižā vietā Rīga",https://www.ss.com/msg/en/real-estate/flats/riga/centre/ecpcd.html,Pulkv. Briezha 7,4,109,7/7,Recon.,"2,661 €","290,000  €"
Предлагаем к продаже квартиру в престижном доме в Тихом центре Р,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bfenho.html,Vidus 11,4,124,1/5,Recon.,"2,339 €","290,000  €"
"Plašs 4 istabu dzīvoklis jūgendstila ēkā Blaumaņa ielā 31
+ Pie",https://www.ss.com/msg/en/real-estate/flats/riga/centre/gjjdb.html,Blaumana 31,4,94,2/6,Pre-war house,"2,766 €","260,000  €"
"Forburgas kvartālā, vienā no Rīgas elegantākajiem un pieprasītāk",https://www.ss.com/msg/en/real-estate/flats/riga/centre/dffpb.html,Ausekla 5,6,205,2/6,Pre-war house,"3,366 €","690,000  €"
Tiek pārdots pilnībā renovēts 3-istabu dzīvoklis pašā Rīgas cent,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bebmii.html,Lachplesha 65,3,84,2/6,Pre-war house,"2,500 €","210,000  €"
"3 istabu dzīvoklis ar stāvvietu Rīgas centrā. 
Ērts un pilnībā",https://www.ss.com/msg/en/real-estate/flats/riga/centre/ejgbk.html,Elijas 26,3,69,4/6,New,"3,188 €","220,000  €"
A+ energoefektivitāte. “Krasta Kvartāls” Bonava. Ļoti rets piedā,https://www.ss.com/msg/en/real-estate/flats/riga/centre/dxkid.html,Latgales 190,2,46,4/9,New,"2,717 €","125,000  €"
"Iztirgojam māju pa dzīvokļiem. 
Dzīvoklis Nr. 49
 Kluss, saula",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bcijge.html,Chaka 133,1,28,4/6,Pre-war house,"1,518 €","42,500  €"
"2 konkrētas automašīnas vietas slēgtā pagalmā. 
Dzīvoklis renov",https://www.ss.com/msg/en/real-estate/flats/riga/centre/dgbjm.html,Brivibas 142,5,108,2/6,Recon.,"1,620 €","175,000  €"
Iztirgojam māju pa dzīvokļiem. Izvilkti jauni ūdens un kanalizāc,https://www.ss.com/msg/en/real-estate/flats/riga/centre/eofpp.html,Chaka 133,1,26,5/6,Pre-war house,"1,542 €","40,100  €"
"Kompakts un ļoti ekonomisks dzīvoklis pirmskara mūra mājā, kuru",https://www.ss.com/msg/en/real-estate/flats/riga/centre/aeefd.html,Chaka 133,1,34,3/6,Pre-war house,"1,214 €","41,260  €"
"Pārdod dzīvokli, kurā ziemā ir silti, bet vasarā patīkami vēss.",https://www.ss.com/msg/en/real-estate/flats/riga/centre/ajcxd.html,Nitaures 4,2,58,2/5,Stalin project,"1,983 €","115,000  €"
"Pārdod dzīvokli Rīgas centrā ar svaigu remontu

Gaišs un silts",https://www.ss.com/msg/en/real-estate/flats/riga/centre/deiop.html,Birznieka-Upisha 2..,2,35,4/6,New,"3,514 €","123,000  €"
Pārdodu remontējamu dzīvokli. Nomainīti logi. Ir gāzes pieslēgum,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bcjnlx.html,Matisa 83,5,107,2/5,Pre-war house,"1,495 €","160,000  €"
"3 istabu dzīvoklis prestižajā Felicity Apartments projektā

Ja",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bekfml.html,Birznieka-Upisha 1..,3,76,2/7,New,"3,026 €","230,000  €"
"Brooklyn Gates - Vēstures Šarms. Moderns Potenciāls. 

Piedāvā",https://www.ss.com/msg/en/real-estate/flats/riga/centre/adjln.html,Gertrudes 110,1,25,1/5,Pre-war house,"1,554 €","38,858  €"
Prestižākajā Rīgas rajonā pārdošanā nonācis liels 4 istabu dzīvo,https://www.ss.com/msg/en/real-estate/flats/riga/centre/dmkef.html,Ausekla 5,4,155,2/4,Recon.,"2,613 €","405,000  €"
Dzīvoklis vienā no skaistākajām jūgendstila ēkām Rīgas vēsturisk,https://www.ss.com/msg/en/real-estate/flats/riga/centre/acgnl.html,Ausekla 5,4,155,2/4,Recon.,"2,613 €","405,000  €"
"Pārdod saulainu, gaišu, plašu 2 istabu, mēbelētu, ērta plānojuma",https://www.ss.com/msg/en/real-estate/flats/riga/centre/dxgdd.html,Tomsona 30,2,75,3/9,New,"2,933 €","220,000  €"
"Piedāvājam unikālu iespēju iegādāties prestižu īpašumu, kas atsp",https://www.ss.com/msg/en/real-estate/flats/riga/centre/ahjhb.html,Baznicas 39,4,137,2/5,Recon.,"3,285 €","450,000  €"
"Zeme īpašumā, fasādes māja, slēgts pagalms, ieeja no ielas un pa",https://www.ss.com/msg/en/real-estate/flats/riga/centre/ahhxo.html,Baznicas 45,2,50,1/6,Pre-war house,"1,760 €","88,000  €"
Pārdod plašu četristabu dzīvokli Rīgas vēsturiskajā centrā – Ģer,https://www.ss.com/msg/en/real-estate/flats/riga/centre/aemcg.html,Gertrudes 55,4,86,2/6,Pre-war house,"2,058 €","177,000  €"
Pārdod augstas kvalitātes tikko remontētu dzīvokli rekonstruētā,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bedjki.html,Baznicas 39,4,137,2/5,Recon.,"3,285 €","450,000  €"
Attīstītājs piedāvā iegādāties trīs istabu dzīvokli Nr. 3 projek,https://www.ss.com/msg/en/real-estate/flats/riga/centre/agelp.html,Skolas 17,3,63,2/7,New,"3,458 €","217,826  €"
Attīstītājs River properties piedāvā iegādāties divistabu dzīvok,https://www.ss.com/msg/en/real-estate/flats/riga/centre/adlkj.html,Skolas 17,2,50,2/7,New,"3,648 €","182,383  €"
Moderns 4-istabu dzīvoklis Rīgas centrā ar pārdomātu dizainu un,https://www.ss.com/msg/en/real-estate/flats/riga/centre/fdnjh.html,Ganibu d. 11,4,89,5/6,New,"3,348 €","298,000 €"
Piedāvājam iegādāties unikālu četru istabu dzīvokli prestižā jau,https://www.ss.com/msg/en/real-estate/flats/riga/centre/eoinp.html,Rupniecibas 44,4,164,6/7,New,"3,043 €","499,000  €"
Pārdod izremontētu dzīvokli Indrānu ielā 9 – gatavs dzīvošanai v,https://www.ss.com/msg/en/real-estate/flats/riga/centre/hekpk.html,Indranu 9,3,40,3/4,Pre-war house,"2,328 €","93,100  €"
"Plašums, kas pilsētas centrā sastopams arvien retāk – šis dzīvok",https://www.ss.com/msg/en/real-estate/flats/riga/centre/belofc.html,Rupniecibas 5,6,252,4/5,Recon.,"1,845 €","465,000  €"
"Kluss, saulains 2 istabu dzīvoklis (Nr. 36) ar saunu. Dzīvojamā",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bcndgk.html,Chaka 133,2,43,2/6,Pre-war house,"1,738 €","74,750  €"
Pārdod dzīvokli ar balto apdari dzīvokli jaunajā projektā – Paus,https://www.ss.com/msg/en/real-estate/flats/riga/centre/cbjpl.html,Gertrudes 56,1,15,4/5,Recon.,"3,167 €","47,500  €"
Pārdod dzīvokli ar balto apdari dzīvokli jaunajā projektā – Paus,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bcxmjd.html,Gertrudes 56,2,40,4/5,Recon.,"2,988 €","119,500  €"
Pārdod dzīvokli ar balto apdari dzīvokli jaunajā projektā – Paus,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bckkxb.html,Gertrudes 56,2,30,4/5,Recon.,"2,883 €","86,500  €"
Pārdošanā 428 m² bēniņu telpas virs 5. stāva Staļina laika Ēkā.,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bfffem.html,Ierochu 1,1,428,5/5,Stalin project,126 €,"54,000  €"
Pārdošanā unikāla investīciju iespēja pašā Rīgas centrā - plašs,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bfdinx.html,Marijas 15,6,146,2/7,Pre-war house,"1,033 €","150,820  €"
Saulains 2-istabu dzīvoklis kvalitatīvā pirmskara mūra ēkā ar pi,https://www.ss.com/msg/en/real-estate/flats/riga/centre/beopdk.html,Brivibas 138,2,48,5/6,Pre-war house,"1,660 €","79,695  €"
"Pārdod plašu 3 istabu dzīvokli Rīgas centrā
Pārdošanā plašs un",https://www.ss.com/msg/en/real-estate/flats/riga/centre/beckbj.html,Lastadijas 60,3,109,2/4,Pre-war house,"1,900 €","207,100  €"
Šis gaišais studio tipa dzīvoklis Grīziņkalnā ir lieliska izvēle,https://www.ss.com/msg/en/real-estate/flats/riga/centre/aaadd.html,Sapieru 3B,1,31,1/5,New,"2,113 €","65,500  €"
Pārdošanā plašs un gaišs 4 istabu dzīvoklis vienā no pieprasītāk,https://www.ss.com/msg/en/real-estate/flats/riga/centre/adlbc.html,Grostonas 21,4,110,8/10,New,"3,136 €","345,000 €"
Pārdod plašu 2-istabu dzīvokli ar savu individuālo centrālapkuri,https://www.ss.com/msg/en/real-estate/flats/riga/centre/admpf.html,Valmieras 6,2,51,2/3,Pre-war house,637 €,"32,500  €"
Pārdošanā ekskluzīvs un gaumīgi iekārtots 3-istabu dzīvoklis jau,https://www.ss.com/msg/en/real-estate/flats/riga/centre/dojjm.html,Miera 57a,3,133,4/4,New,"2,989 €","397,600  €"
Продаю квартирa офис82.1м2.Высокий бельэтж. Два входа один с ули,https://www.ss.com/msg/en/real-estate/flats/riga/centre/fffmm.html,Blaumana 25,3,82,1/5,Pre-war house,"1,195 €","98,000  €"
Tiek pārdots investīciju dzīvoklis izīrēšanai ar auto stāvvietu,https://www.ss.com/msg/en/real-estate/flats/riga/centre/cholx.html,Ganibu d. 31b,1,30,2/5,Recon.,"1,267 €","38,000  €"
"Mājīgs un gaišs divistabu dzīvoklis Rīgas centrā ar patīkamu, au",https://www.ss.com/msg/en/real-estate/flats/riga/centre/ffnkd.html,Tallinas 52,2,59,3/5,Pre-war house,"1,864 €","110,000  €"
Предлагается светлая и полностью обновленная квартира на 1 этаже,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bhkke.html,Ganibu d. 12A,2,44,1/2,Stalin project,"1,795 €","79,000  €"
"Namīpašnieks pārdot, tikko no īrniekiem atbrīvotu, 3 istabu dzīv",https://www.ss.com/msg/en/real-estate/flats/riga/centre/gjjhg.html,Stabu 6,3,66,2/6,Pre-war house,"1,364 €","90,000  €"
"Pārdod 1-istabas dzīvokli Sarkandaugavā ar kopējo platību 39, 7",https://www.ss.com/msg/en/real-estate/flats/riga/centre/exepf.html,Duntes 31,1,40,2/3,Pre-war house,813 €,"32,500  €"
"Pārdošanā ir skaists divu istabu dzīvoklis blakus parkam ""Ziedoņ",https://www.ss.com/msg/en/real-estate/flats/riga/centre/hegom.html,Chaka 72,2,35,3/4,Recon.,"2,457 €","86,000  €"
"Pārdodu nelielu, mājīgu dzīvokli ar visām ērtībām. Dzīvoklī ir u",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bfecn.html,Petersalas 7,1,24,1/4,Pre-war house,"1,875 €","45,000  €"
"Pārdodam divu istabu dzīvokli ideālā lokācijā Rīgas centrā. 
Ēk",https://www.ss.com/msg/en/real-estate/flats/riga/centre/dxbhm.html,Ganibu d. 6,2,43,1/2,Stalin project,"1,160 €","49,900  €"
"Новинка на рынке недвижимости. 
Квартира под ремонт. 
Покупай",https://www.ss.com/msg/en/real-estate/flats/riga/centre/clhmo.html,Stabu 6,3,91,2/6,Pre-war house,"1,286 €","117,000  €"
Īpašnieks pārdod dzīvokli vēsturiskā ēkā pašā Rīgas centrā pie t,https://www.ss.com/msg/en/real-estate/flats/riga/centre/ahidj.html,Marijas 1,3,80,3/6,Pre-war house,"1,438 €","115,000  €"
2 istabu dzīvoklis renovētā un siltinātā pagalma ēkā Artilērijas,https://www.ss.com/msg/en/real-estate/flats/riga/centre/feocm.html,Artilerijas 11,2,36,3/3,Recon.,"2,306 €","83,000  €"
2 istabu dzīvoklis renovētā un siltinātā pagalma ēkā Artilērijas,https://www.ss.com/msg/en/real-estate/flats/riga/centre/defnj.html,Artilerijas 11,2,31,1/3,Recon.,"1,997 €","61,900  €"
"Divstāvu, četristabu dzīvoklis, 117, 5 kv. m, ar atsevišķu ieeju",https://www.ss.com/msg/en/real-estate/flats/riga/centre/hckoe.html,Birznieka-Upisha 1..,4,118,1/2,Recon.,"1,610 €","190,000  €"
"Jauns 3 istabu mansarda dzīvoklis renovētā mājā, Jāņa Asara iela",https://www.ss.com/msg/en/real-estate/flats/riga/centre/becjgn.html,Asara 11,3,78,6/6,Recon.,"2,821 €","220,000  €"
4-istabu dzīvoklis Unesco Pasaules Mantojuma namā - Eksporta iel,https://www.ss.com/msg/en/real-estate/flats/riga/centre/benoo.html,Eksporta 3,4,99,1/5,Pre-war house,"2,818 €","279,000  €"
"Rīgas centra jaunajā projektā “Tērbatas dārzs”, kas atrodas Tērb",https://www.ss.com/msg/en/real-estate/flats/riga/centre/ecpix.html,Terbatas 78A,3,77,4/7,New,"3,442 €","265,000  €"
"Rīgas centra jaunajā projektā “Tērbatas dārzs”, kas atrodas Tērb",https://www.ss.com/msg/en/real-estate/flats/riga/centre/ghgke.html,Terbatas 78A,1,28,6/7,New,"4,286 €","120,000  €"
"Rīgas centra jaunajā projektā “Tērbatas dārzs”, kas atrodas Tērb",https://www.ss.com/msg/en/real-estate/flats/riga/centre/aclke.html,Terbatas 78A,2,52,6/7,New,"3,923 €","204,000  €"
Tiek pārdots studijas tipa dzīvoklis ēkas 6. stāvā. Dzīvoklis mē,https://www.ss.com/msg/en/real-estate/flats/riga/centre/dioek.html,Klusa 20,1,26,5/9,Recon.,"1,269 €","33,000  €"
Sava ieeja + ~40 m² privāta ārtelpa 3 istabas 76 m² Tallinas iel,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bcoogl.html,Tallinas 96,3,76,1/2,Recon.,"1,446 €","109,900  €"
Studio tipa dzīvoklis ar pilnu apdari Donberga kvartālā. Ģertrūd,https://www.ss.com/msg/en/real-estate/flats/riga/centre/abihn.html,Gertrudes 60,1,20,1/5,Pre-war house,"2,910 €","58,200  €"
