description,url,District,R.,m²,Floor,Series,Price
"3-istabu dzīvoklis Āgenskalnā, Rododendru ielā 7
Mājīgs, silts",https://www.ss.com/msg/en/real-estate/flats/riga/agenskalns/adobf.html,Agenskalns Rododendru 7,3,60,4/5,Spec. pr.,"65,000  €"
"Trīsistabu dzīvoklis pie Latgales parka Balvu ielā 7
Pārdod 3 i",https://www.ss.com/msg/en/real-estate/flats/riga/maskavas-priekshpilseta/gibmo.html,Latgales priekshpilset Balvu 7,3,59,4/5,Chrusch.,"54,000  €"
Владелец продаёт 1-комнатную квартиру 103серии в тихом спокойном,https://www.ss.com/msg/en/real-estate/flats/riga/shampeteris-pleskodale/elkmf.html,Shampeteris-Pleskodale Zalves 52,1,33,5/5,103-th,"46,700  €"
"Ekskluzīvs dzīvoklis ar panorāmas skatu uz upi, pilsētu un Vanšu",https://www.ss.com/msg/en/real-estate/flats/riga/agenskalns/cxbefn.html,Agenskalns Ranka d. 31,2,55,3/4,Recon.,"169,000 €"
"Istaba ir 23 kvadrātmetru liela, un tajā visā sienas garumā atro",https://www.ss.com/msg/en/real-estate/flats/riga/purvciems/fmhee.html,Purvciems Virshu 4,1,49,3/12,104-th,"58,000  €"
Piedāvājam iegādāties 45m² plašas puspagraba telpas mūra ēkā Rīg,https://www.ss.com/msg/en/real-estate/flats/riga/centre/acdgj.html,Centre Bruninieku 68A,1,45,1/4,Pre-war house,"29,500  €"
Pārdošanā plašs divu līmeņu 4 istabu dzīvoklis ar lielu terasi J,https://www.ss.com/msg/en/real-estate/flats/riga/yugla/gmkkd.html,Yugla Juglas 21A,4,110,1/2,New,"250,000  €"
Īpašnieks piedāvā par izdevīgu cenu iegādāties 2-istabu dzīvokli,https://www.ss.com/msg/en/real-estate/flats/riga/kengarags/bedgg.html,Kengarags Latgales 268,2,43,4/5,Lit pr.,"37,800  €"
"Pašā Rīgas centrā, blakus Vērmanes darzam, piedāvājam dzīvokli,",https://www.ss.com/msg/en/real-estate/flats/riga/centre/fdkjk.html,Centre Kalnina 6,2,61,2/6,Pre-war house,"172,000  €"
Īpašnieks pārdod dzīvokli pēc tikko pabeigta kapitālā remonta. D,https://www.ss.com/msg/en/real-estate/flats/riga/kengarags/fjpeg.html,Kengarags Latgales 285,2,45,2/5,Lit pr.,"70,000  €"
"Blaumaņa iela 12, Rīga 64 m² 250 000 Eur

Pārdošanā elegants u",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bepoom.html,Centre Blaumana 12,3,64,6/6,Recon.,"250,000  €"
"Plašs 4 istabu dzīvoklis projektā ""Deglava Gleznotāju rezidence""",https://www.ss.com/msg/en/real-estate/flats/riga/plyavnieki/aaaep.html,Plyavnieki Dravnieku 3 K-3,4,98,3/10,New,"215,129  €"
"Tiek pārdots divistabu dzīvoklis Ķengaragā, ļoti labā vietā, lab",https://www.ss.com/msg/en/real-estate/flats/riga/kengarags/bdmipb.html,Kengarags Lokomotives 44,2,39,4/5,Lit pr.,"41,900 €"
"Trīsistabu dzīvoklis ""Deglava Gleznotāju rezidence"" noslēdzošajā",https://www.ss.com/msg/en/real-estate/flats/riga/plyavnieki/beckfj.html,Plyavnieki Dravnieku 3,3,64,9/10,New,"154,442  €"
"Dzīvoklis silts, ēkas vidū, dzelzs durvis. Vajadzīgs remonts. At",https://www.ss.com/msg/en/real-estate/flats/riga/mezhciems/dnjmm.html,Mezhciems Eizenshteina 13,2,50,3/5,Lit pr.,"56,500  €"
Attīstītājs piedāvā iegādāties dzīvokli pilnībā renovētā mājā Da,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bcjfdc.html,Centre Sadovnikova 30,2,35,2/5,Recon.,"86,000  €"
Attīstītājs piedāvā iegādāties dzīvokli pilnībā renovētā mājā Da,https://www.ss.com/msg/en/real-estate/flats/riga/maskavas-priekshpilseta/bldbkb.html,Latgales priekshpilset Daugavpils 10,2,31,2/5,Recon.,"77,000  €"
"Mājīgs, plašs dzīvoklis. Klusā vietā- blakus mežam. Visas istaba",https://www.ss.com/msg/en/real-estate/flats/riga/purvciems/gfcfx.html,Purvciems Lielvardes 107,3,70,1/12,104-th,"73,500  €"
"Pārdod plašu 1 istabas dzīvokli Purvciemā, 119. sērijas mājā.",https://www.ss.com/msg/en/real-estate/flats/riga/purvciems/fdbxj.html,Purvciems Virshu 7,1,46,7/9,119-th,"62,000  €"
"Atvērta rezervācija. 

Dzīvokļi ar pilnu apdari renovētā ēkā,",https://www.ss.com/msg/en/real-estate/flats/riga/centre/becooe.html,Centre Zvaigzhnu 21,2,26,2/5,Recon.,"61,920  €"
"1-istabas dzīvoklis pie Botāniskā dārza – klusa, zaļa vide un ēr",https://www.ss.com/msg/en/real-estate/flats/riga/zasulauks/hdncl.html,Zasulauks Kudras 7,1,32,4/5,Lit pr.,"49,000  €"
Īpašnieks pārdod 2-istabu dzīvokli specprojekta/mazģimeņ u sērij,https://www.ss.com/msg/en/real-estate/flats/riga/purvciems/bcofe.html,Purvciems Stirnu 22,2,38,2/5,Spec. pr.,"43,800  €"
Tiek pārdots pilnībā mēbelēts un dzīvošanai aprīkots 4 istabu dz,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bcjxhh.html,Centre Birznieka-Upisha 13,4,112,5/7,New,"308,000  €"
"Plašs 3 istabu dzīvoklis franču projektā komforts, ko sajutīsiet",https://www.ss.com/msg/en/real-estate/flats/riga/plyavnieki/behcip.html,Plyavnieki Lubanas 123,3,67,2/16,Spec. pr.,"98,000  €"
"Piedāvājam iegādāties plašu un mājīgu 5 istabu dzīvokli (150, 9",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bemgbb.html,Centre Valdemara 39,5,150,3/6,Recon.,"250,000  €"
Labdien. Pardodam ļoti labi novietotu dzīvokli pieprasītā Veseta,https://www.ss.com/msg/en/real-estate/flats/riga/centre/eicfo.html,Centre Vesetas 10,4,103,1/8,Spec. pr.,"199,000 €"
Tiek piedāvāts kapitāli izremontētais dzīvoklis Rīgas klusajā ce,https://www.ss.com/msg/en/real-estate/flats/riga/centre/adlgj.html,Centre Artilerijas 44,3,95,2/4,Pre-war house,"199,500 €"
"Pārdod 3 istabu dzīvokli Klusajā centrā, Eksporta ielā 12. Ēka r",https://www.ss.com/msg/en/real-estate/flats/riga/centre/abfhx.html,Centre Eksporta 12,3,79,1/6,Recon.,"139,000  €"
"Pārdod 5 ist. dzīvokli (97 kv. m) Teikā (Vef), 1982. gadā būvēta",https://www.ss.com/msg/en/real-estate/flats/riga/teika/engfh.html,Teika Ropazhu 21,5,97,3/5,Spec. pr.,"110,000 €"
"Lieliska atrašanās vieta, skaists skats pa logiem un ērts plānoj",https://www.ss.com/msg/en/real-estate/flats/riga/zolitude/aifcd.html,Zolitude Imantas 16. l. 18,4,82,8/9,119-th,"77,500  €"
Pārdošanā elegants divu līmeņu dzīvoklis klusajā centrā – presti,https://www.ss.com/msg/en/real-estate/flats/riga/centre/gfhco.html,Centre Dzirnavu 34,6,155,4/5,Recon.,"297,000  €"
"Pārdod 3 istabu dzīvokli Rīgas centrā, Tērbatas ielā 20. Dzīvokl",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bcikjx.html,Centre Terbatas 20,3,68,3/6,Recon.,"248,400  €"
"Pārdod 2 istabu dzīvokli Rīgas centrā, Tērbatas ielā 20. Dzīvokl",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bciggf.html,Centre Terbatas 20,2,48,3/6,Recon.,"159,500  €"
Продаётся светлая и просторная 3-комнатная квартира с капитальны,https://www.ss.com/msg/en/real-estate/flats/riga/purvciems/dkdmd.html,Purvciems Saktas 4,3,63,1/9,602-th,"85,000  €"
"Piemērots izīrēšanai vai pašiem dzīvošanai. 
Dzīvoklis Nr. 55",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bedjbl.html,Centre Chaka 133,1,32,4/6,Pre-war house,"46,998  €"
"Siltas, sausas, saulainas augsta puspagraba telpas kuras var izm",https://www.ss.com/msg/en/real-estate/flats/riga/centre/ahdpo.html,Centre Chaka 133,4,125,1/6,Pre-war house,"67,541  €"
"Pārdod 3 istabu dzīvokli Teikā, Palmu ielā 14.

Dzīvoklis atro",https://www.ss.com/msg/en/real-estate/flats/riga/teika/bkecc.html,Teika Palmu 14,3,57,1/5,Spec. pr.,"74,000  €"
"Pārdodam dzīvokli skaistā lokācijā Rīgas centrā, ar skatu uz Par",https://www.ss.com/msg/en/real-estate/flats/riga/centre/aehbe.html,Centre Raina boul. 17,5,189,5/5,Recon.,"330,000  €"
"Vai Jums ir vajadzīgs labs 3-istabu dzīvoklis? 

+ Dzīvoklis i",https://www.ss.com/msg/en/real-estate/flats/riga/imanta/eljhb.html,Imanta Zentenes 22,3,62,3/9,602-th,"62,000  €"
Кооперативная квартира в прекрасной локации прямо напротив Ботан,https://www.ss.com/msg/en/real-estate/flats/riga/agenskalns/bmpfh.html,Agenskalns Rododendru 1,1,27,2/5,Chrusch.,"48,000 €"
"Продаётся светлая и уютная квартира со свежим ремонтом 

Кварт",https://www.ss.com/msg/en/real-estate/flats/riga/centre/aoobo.html,Centre Chaka 121,1,40,2/6,Pre-war house,"76,000 €"
"Pārdod 2-istabu dzīvoklis. 

+ Dzīvoklis ir ļoti saulains, šād",https://www.ss.com/msg/en/real-estate/flats/riga/imanta/afxlg.html,Imanta Kurzemes pr. 94,2,51,5/9,602-th,"49,000  €"
"Продаётся 1 комнатная квартира со всеми удобствами. Не угловая,",https://www.ss.com/msg/en/real-estate/flats/riga/teika/exdxl.html,Teika Burtnieku 33,1,18,4/5,Chrusch.,"23,000  €"
"Pilsētas centrā tiek pārdots mājīgs, saulains un labi uzturēts t",https://www.ss.com/msg/en/real-estate/flats/riga/centre/agcfg.html,Centre Gertrudes 84,3,81,2/6,Pre-war house,"149,999  €"
Pārdod 3 istabu dzīvokli pašā Rīgas centrā. Dzīvoklis pārdodas k,https://www.ss.com/msg/en/real-estate/flats/riga/centre/hdpbb.html,Centre Brivibas 60,3,55,4/4,Pre-war house,"125,000  €"
Īpašnieks pārdod 4 istabu dzīvokli Rīgas centrā. Zeme īpašumā. D,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bhenj.html,Centre Stabu 84,4,95,3/4,Pre-war house,"107,000  €"
Pārdošanā elegants un pilnībā mēbelēts 3 istabu dzīvoklis Rūpnie,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bkkbm.html,Centre Rupniecibas 44,3,140,4/6,New,"365,000  €"
Pārdodu stilīgu premium klases divistabu dzīvokli pašā Rīgas cen,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bekbjm.html,Centre Artilerijas 19,2,42,2/5,Pre-war house,"130,000  €"
"Ēka celta 1911. gadā no silikātķieģeļiem, saglabājot pirmskara a",https://www.ss.com/msg/en/real-estate/flats/riga/centre/cdofk.html,Centre Matisa 119,3,84,4/5,Pre-war house,"113,940  €"
"Pārdošanā plašs 3 istabu dzīvoklis Lielajā ielā 59, Bolderājā. D",https://www.ss.com/msg/en/real-estate/flats/riga/bolderaya/bleib.html,Bolderaya Liela 59,3,73,5/5,Spec. pr.,"63,000  €"
Продаётся двухкомнатная квартира в отличном месте - на границе Т,https://www.ss.com/msg/en/real-estate/flats/riga/purvciems/cefmk.html,Purvciems Vaidavas 1,2,37,3/5,Lit pr.,"39,800  €"
Tiek pārdots plašs un elegants piecu istabu dzīvoklis Rīgas cent,https://www.ss.com/msg/en/real-estate/flats/riga/centre/adjib.html,Centre Barona 92,5,139,2/6,Pre-war house,"347,000  €"
"Šarmants 2-istabu dzīvoklis vēsturiskā pirmskara mūra ēkā
Piedā",https://www.ss.com/msg/en/real-estate/flats/riga/centre/akcpo.html,Centre Barona 80,2,45,4/5,Pre-war house,"98,000  €"
"Skanstes rajonā tiek pārdots mājīgs, silts, gaišs un nav stūra t",https://www.ss.com/msg/en/real-estate/flats/riga/centre/aempf.html,Centre Zirnu 5 k. 2,3,60,4/9,467-th,"102,000  €"
"Gaišs dzīvoklis projektā Metropolia, 2 caurstaigājamas istabas,",https://www.ss.com/msg/en/real-estate/flats/riga/imanta/bdfmm.html,Imanta Anninmuizhas boulevard,2,60,6/17,New,"127,000  €"
"Labs variants studentam, kas plāno studēt Rīgā. Pārdod stilīgu,",https://www.ss.com/msg/en/real-estate/flats/riga/ilguciems/ibchg.html,Ilguciems Saulgozhu 21,1,31,5/5,Chrusch.,"44,800  €"
"Investīciju objekts Rīgā – A. Deglava ielā 39
Pārdošanā perspek",https://www.ss.com/msg/en/real-estate/flats/riga/purvciems/ebfin.html,Purvciems Deglava 39,Other,295,2/2,Priv.house,"120,000  €"
"Jauna A klases privātmāja jaunā ciematā Kalnavotiņi - komfortam,",https://www.ss.com/msg/en/real-estate/flats/riga/dreilini/agexi.html,Dreilini Ulbrokas 1,4,104,1/1,New,"199,500  €"
"Pasīvais ienākums 17, 5 % gadā. 
Stabils un drošs ieguldījums a",https://www.ss.com/msg/en/real-estate/flats/riga/yugla/ixibb.html,Yugla Tirzas 3,Other,110,1/6,Chrusch.,"35,000  €"
"Pārdod 2-istabu dzīvokli Juglā Silciema iela 15 k-2
Pārdod mājī",https://www.ss.com/msg/en/real-estate/flats/riga/yugla/exlkf.html,Yugla Silciema 15к2,2,44,5/5,Chrusch.,"37,500  €"
Pārdod trīsistabu dzīvokli lieliskā lokācijā – Aleksandra Bieziņ,https://www.ss.com/msg/en/real-estate/flats/riga/zolitude/ejkcb.html,Zolitude Biezina 9,3,82,4/9,119-th,"81,000  €"
"Pārdod mājīgu, plašu un gaišu 3-istabu dzīvokli ar kopējo platīb",https://www.ss.com/msg/en/real-estate/flats/riga/vecmilgravis/cjncc.html,Vecmilgravis Dombrovska 75,3,71,1/5,103-th,"73,000  €"
Brīvības ielā 190 jaunu dzīvi sāk 1912. gadā pēc arhitekta Nikol,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bdphnn.html,Centre Brivibas 190,3,48,2/6,Recon.,"109,480  €"
"Gaišs un plašs dzīvoklis vispieprasītākajā rajonā. 
Dzīvoklis s",https://www.ss.com/msg/en/real-estate/flats/riga/plyavnieki/bkldb.html,Plyavnieki Plavnieku 12,1,40,5/9,602-th,"44,000  €"
"Plašs 4 istabu dzīvoklis Pļavniekos, Ilūkstes ielā
Pārdošanā pl",https://www.ss.com/msg/en/real-estate/flats/riga/plyavnieki/bexmix.html,Plyavnieki Ilukstes 95,4,97,5/9,119-th,"84,000  €"
Продаётся 4х комнатная квартира в Пурвциемсе(р-он Деглавского мо,https://www.ss.com/msg/en/real-estate/flats/riga/purvciems/ffmkj.html,Purvciems Marcienas 2,4,89,4/9,119-th,"115,000  €"
"Jaunais dzīvokļu projekts Rīgā – Hospitāļu iela 49

Mūsdienīga",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bednxo.html,Centre Hospitalu 49,2,45,2/8,New,"143,200  €"
"Pārdodu 2 istabu dzīvokli

+ laba lokācija
+ atbrīvots, nav p",https://www.ss.com/msg/en/real-estate/flats/riga/agenskalns/ankni.html,Agenskalns Parslas 21,2,29,1/3,Pre-war house,"23,000 €"
"Pārdodam pārdomātu un mājīgu 3 istabu dzīvokli, kas atrodas māja",https://www.ss.com/msg/en/real-estate/flats/riga/sarkandaugava/bxlmh.html,Sarkandaugava Ziemelu 3,3,75,1/5,Spec. pr.,"99,800  €"
"Pārdodu dzīvokli

+ laba lokācija
+ mainīti stāvvadi
+ atbrī",https://www.ss.com/msg/en/real-estate/flats/riga/dzeguzhkalns/bfccnl.html,Dzeguzhkalns Usmas 3,1,41,5/5,Sm.fam.,"29,400 €"
"Pārdošanā plašs 1 istabu dzīvoklis Vidzemes alejā 3, Juglā. Dzīv",https://www.ss.com/msg/en/real-estate/flats/riga/yugla/aflbd.html,Yugla Vidzemes al. 3,1,33,7/9,Spec. pr.,"45,500  €"
Pārdod plašu un ekskluzīvu četristabu dzīvokli Rīgas centrā – Pē,https://www.ss.com/msg/en/real-estate/flats/riga/centre/flejk.html,Centre Pernavas 41,4,105,6/6,Recon.,"277,440  €"
Pārdod īpašumu skaistā saulainā vietā. Dzīvoklis atrodas brīvība,https://www.ss.com/msg/en/real-estate/flats/riga/yugla/oiddg.html,Yugla Brivibas g. 399,2,41,5/5,Chrusch.,"59,000  €"
Īpašnieks pārdod dzīvokli ar 4 metrus augstiem griestiem jaunajā,https://www.ss.com/msg/en/real-estate/flats/riga/centre/adinf.html,Centre Brivibas 201,2,57,3/5,New,"113,500  €"
Īpašnieks pārdod dzīvokli ar panorāmas logiem jaunajā projektā –,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bjxcf.html,Centre Brivibas 201,1,37,4/5,New,"76,500  €"
Projekta attīstītājs piedāvā iegādāties dzīvokli ar 4 metrus aug,https://www.ss.com/msg/en/real-estate/flats/riga/centre/fpbhb.html,Centre Brivibas 201,2,38,2/5,New,"79,500  €"
Pārdošanā plašs un gaišs 3-istabu dzīvoklis ar zemiem komunālaji,https://www.ss.com/msg/en/real-estate/flats/riga/plyavnieki/ahccj.html,Plyavnieki Salnas 11,3,63,4/9,602-th,"75,000  €"
Īpašnieks pārdod dzīvokli ar 4 metrus augstiem griestiem jaunajā,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bdpngb.html,Centre Brivibas 201,2,56,3/5,New,"112,500  €"
Īpašnieks pārdod dzīvokli ar balkonu un 3 metrus augstiem griest,https://www.ss.com/msg/en/real-estate/flats/riga/centre/ceglm.html,Centre Brivibas 201,3,76,4/5,New,"164,500  €"
Īpašnieks pārdod dzīvokli ar 4 metrus augstiem griestiem jaunajā,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bcigjm.html,Centre Brivibas 201,3,84,2/5,New,"151,900  €"
Attīstītājs un īpašnieks – kompāniju grupa R. Evolution – pārdod,https://www.ss.com/msg/en/real-estate/flats/riga/agenskalns/eikfe.html,Agenskalns Ranka d. 34,4,110,13/23,New,"381,000  €"
Īpašnieks pārdod Fantastisku un izlolotu dzīvokli Rīgas centrā.,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bdpfgb.html,Centre Brivibas 95,2,64,7/7,Pre-war house,"198,000  €"
"Dzīvoklis ar stavvietu atrodas skaistā vēsturiskā ēkā, kas izvie",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bcbbih.html,Centre Avotu 8 k-1,2,61,2/6,Pre-war house,"114,000  €"
Pārdod 2 istabu dzīvokli Bolderājā. Dzīvoklis ir labā tehniskā u,https://www.ss.com/msg/en/real-estate/flats/riga/bolderaya/gmeff.html,Bolderaya Gobas 22,2,46,4/5,103-th,"44,000  €"
"Pārdod labiekārtotas ofisa telpas 61 m2 platībā, tika pārbūvētas",https://www.ss.com/msg/en/real-estate/flats/riga/centre/egool.html,Centre Tomsona 39,2,61,2/10,New,"110,000  €"
"Pārdod trīs istabu dzīvokli, divas atsevišķas vannas istabas, ie",https://www.ss.com/msg/en/real-estate/flats/riga/plyavnieki/dggph.html,Plyavnieki Rudens 5,3,62,2/9,602-th,"85,000  €"
Pillar piedāvā iespēju iegādāties trīs istabu dzīvokli ar virtuv,https://www.ss.com/msg/en/real-estate/flats/riga/mezhciems/fgmke.html,Mezhciems Eizenshteina 47A,3,64,7/10,New,"165,900  €"
Pārdod mēbelētu 2 istabu dzīvokli Mūkusalas iela ar skatu uz Dau,https://www.ss.com/msg/en/real-estate/flats/riga/agenskalns/gpbhg.html,Agenskalns Mukusalas 25,2,49,3/5,New,"157,000  €"
"Pardodu dzivokli Bauskas iela 15, māja pēc gazes sprādziena 5 st",https://www.ss.com/msg/en/real-estate/flats/riga/tornjakalns/epiid.html,Tornjakalns Bauskas 15,1,44,1/5,Sm.fam.,"10,500  €"
"Pilnībā mēbelēts dzīvoklis gatavs ērtai dzīvošanai

Dzīvoklis",https://www.ss.com/msg/en/real-estate/flats/riga/teika/ffcpo.html,Teika Talivalzha 20,2,68,1/3,New,"160,000  €"
"Pārdod 2 istabu dzīvokli Rīgas centrā. 
Dzīvoklim nepieciešams",https://www.ss.com/msg/en/real-estate/flats/riga/centre/aohin.html,Centre Matisa 84,2,25,1/2,Pre-war house,"18,900  €"
"В продаже 1-комнатная квартира, р-н бумажной фабрики Югла. Чугун",https://www.ss.com/msg/en/real-estate/flats/riga/breksi/cdjjkj.html,Breksi Bikernieku 218,1,33,4/5,103-th,"31,000  €"
Rīgas centrā tiek pārdots 2-istabu saulains un elegants dzīvokli,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bxixc.html,Centre Brivibas 68,2,49,2/6,Recon.,"170,100  €"
"Pārdod mājīgu, siltu, ne stūra 3 istabu dzīvokli. Dzīvoklis tiek",https://www.ss.com/msg/en/real-estate/flats/riga/plyavnieki/bkfofe.html,Plyavnieki Dzenu 1,3,62,4/9,602-th,"123,000  €"
"Pārdod divu guļamistabu dzīvokli Rīgas Sirdī

Šis gaišais un p",https://www.ss.com/msg/en/real-estate/flats/riga/centre/hhcfk.html,Centre Blaumana 25,2,47,3/5,Pre-war house,"128,000  €"
"Ja meklējat mājas sajūtu, nevis tikai dzīvokli – šis piedāvājums",https://www.ss.com/msg/en/real-estate/flats/riga/dzeguzhkalns/hnnof.html,Dzeguzhkalns Purva 16,4,71,1/2,Pre-war house,"91,500  €"
Pārdod 2 istabas dzīvokli Ķengarāgā. Istabas izolētas. Balkons.,https://www.ss.com/msg/en/real-estate/flats/riga/kengarags/ajpjn.html,Kengarags Maltas 15,2,44,5/5,Lit pr.,"42,000  €"
"Pārdod 3 istabu dzīvokli Rīgā, Iļģuciemā, Stūres ielā 6. 

Dzī",https://www.ss.com/msg/en/real-estate/flats/riga/ilguciems/dexnb.html,Ilguciems Stures 6,3,68,4/5,Lit pr.,"63,000  €"
"Pārdošanā plašs, saulains, silts 2 istabu dzīvoklis Dārzciemā, D",https://www.ss.com/msg/en/real-estate/flats/riga/darzciems/cellbg.html,Darzciems Darzciema 131,2,47,4/5,103-th,"54,999  €"
Pārdošanā jauns divistabu dzīvoklis projektā - Čiekurkalna Lofti,https://www.ss.com/msg/en/real-estate/flats/riga/chiekurkalns/febbh.html,Chiekurkalns Chiekurkalna 7. cr. l.,2,31,1/4,New,"82,650  €"
"Meklējat mājokli zaļā, klusā un koptā Rīgas rajonā ar izcilu inf",https://www.ss.com/msg/en/real-estate/flats/riga/purvciems/fiikg.html,Purvciems Raunas 20A,1,31,5/5,Chrusch.,"30,000  €"
Gaišs un izdevīgs studijas tipa dzīvoklis lieliska izvēle dzīvoš,https://www.ss.com/msg/en/real-estate/flats/riga/sarkandaugava/aohnj.html,Sarkandaugava Kakasekla d. 20,1,24,2/2,Pre-war house,"13,500  €"
